folio,section_code,section,locator,position_code,locus_type,raw_eva,display_eva,normalized_tokens,token_count,structural_gloss,structural_confidence,speculative_english,speculative_status,page_context,ruleset_version
fRos,C,Cosmological,fRos.88,@L0,L,<!8:1>ofary,[note: 8:1] ofary,ofary,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.89,@L0,L,<!8:2>okady,[note: 8:2] okady,okady,1,isolated label or short inscription; paragraph opening; 1 normalized token group. okady: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.90,@L0,L,<!8:3>okchdy.kary,[note: 8:3] okchdy kary,okchdy kary,2,isolated label or short inscription; paragraph opening; 2 normalized token groups. okchdy: productive ending family; kary: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the lower field.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.91,@L0,L,"<!8:4>oraiin,eey",[note: 8:4] oraiin [?break] eey,oraiin eey,2,isolated label or short inscription; paragraph opening; 2 normalized token groups. oraiin: productive ending family; eey: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Inner Rosette, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.92,@L0,L,<!9:3>opodchd[a:?]l,[note: 9:3] opodchd[a:?]l,opodchdal,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.93,@L0,L,<!9:2>dar[ch:ee]dy,[note: 9:2] dar[ch:ee]dy,darchdy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. darchdy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.94,@Cc,C,"<!07:30>otchdaiin.otodar.otedar.otar,odaiin.olkaiin.otl.xasashe.ol.ar.a{ikh}e.chedaiin.ockhedy.shed[a:y].otody.okedal,d.or,aiin.otody.toor.chepar.ol.chckhy.opchdar.o,r.a,r.al.xar.opor.olchedy.okalm.or.afalairidy",[note: 07:30] otchdaiin otodar otedar otar [?break] odaiin olkaiin otl xasashe ol ar a{ikh}e chedaiin ockhedy shed[a:y] otody okedal [?break] d or [?break] aiin otody toor chepar ol chckhy opchdar o [?break] r a [?break] r al xar opor olchedy okalm or afalairidy,otchdaiin otodar otedar otar odaiin olkaiin otl xasashe ol ar aikhe chedaiin ockhedy sheda otody okedal d or aiin otody toor chepar ol chckhy opchdar o r a r al xar opor olchedy okalm or afalairidy,36,"circular text; paragraph opening; 36 normalized token groups. otchdaiin: productive ending family; otodar: recurrent form; otedar: recurrent form. within-line repetition: ol, otody, or. no English lexical value established.",Moderate for form and position; zero validated English semantics,"From the inner rosette, trace the narrow road toward the eastern tower; join it to the returning path through the narrow gate.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.95,@L0,L,<!3:5>okaramal,[note: 3:5] okaramal,okaramal,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the lower field.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.96,@L0,L,<!3:6>opchdy,[note: 3:6] opchdy,opchdy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. opchdy: line-final tendency. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.97,@L0,L,<!3:7>ofdora[m:?],[note: 3:7] ofdora[m:?],ofdoram,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.98,@L0,L,<!3:8>oda,[note: 3:8] oda,oda,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.99,@L0,L,<!3:16>ofchdar,[note: 3:16] ofchdar,ofchdar,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.100,@L0,L,<!3:9>otedam,[note: 3:9] otedam,otedam,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otedam: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the lower field.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.101,@L0,L,<!3:10>lokedshs,[note: 3:10] lokedshs,lokedshs,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.102,@L0,L,<!3:11>otodar,[note: 3:11] otodar,otodar,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otodar: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the lower field.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.103,@L0,L,<!3:12>otedaiin,[note: 3:12] otedaiin,otedaiin,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otedaiin: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.104,@L0,L,<!3:13>okedy,[note: 3:13] okedy,okedy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. okedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.105,@L0,L,<!3:14>xoltedy,[note: 3:14] xoltedy,xoltedy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. xoltedy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Inner Rosette, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.106,@L0,L,<!3:15>op[ch:a]dam,[note: 3:15] op[ch:a]dam,opchdam,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.107,@L0,L,"<!3:19>otedy,oporam",[note: 3:19] otedy [?break] oporam,otedy oporam,2,isolated label or short inscription; paragraph opening; 2 normalized token groups. otedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.108,@L0,L,<!3:17>ot[ch:?]dy,[note: 3:17] ot[ch:?]dy,otchdy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otchdy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.109,+L0,L,<!3:18>otody,[note: 3:18] otody,otody,1,isolated label or short inscription; continuation; 1 normalized token group. otody: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.110,/L0,L,<!3:20>chdain,[note: 3:20] chdain,chdain,1,isolated label or short inscription; continuation; 1 normalized token group. chdain: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.111,+L0,L,<!3:21>oted[y:?],[note: 3:21] oted[y:?],otedy,1,isolated label or short inscription; continuation; 1 normalized token group. otedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.112,@L0,L,<!left of clock>opa{i'h}efchdy,[note: left of clock] opa{i'h}efchdy,opaihefchdy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. opaihefchdy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.113,=Cc,C,"<!above clock><!08:00>sar.odaiin,or",[note: above clock] [note: 08:00] sar odaiin [?break] or,sar odaiin or,3,circular text; paragraph or sequence ending; 3 normalized token groups. sar: broad high-frequency form; odaiin: productive ending family; or: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the marked face, turn the spiral course toward the western circle; join it to the returning path without crossing the inner band.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.114,+Ca,C,<!below clock><!06:30>o.dar.[aiird:???],[note: below clock] [note: 06:30] o dar [aiird:???],o dar aiird,3,circular text; continuation; 3 normalized token groups. o: broad high-frequency form; dar: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the central enclosure, trace the narrow road toward the western circle; join it to the first ring at the final division.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.115,=L0,L,<!right of clock>oteoly,[note: right of clock] oteoly,oteoly,1,isolated label or short inscription; paragraph or sequence ending; 1 normalized token group. oteoly: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Inner Rosette, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.116,@L0,L,<!3:1>ofod[a:y]dy,[note: 3:1] ofod[a:y]dy,ofodady,1,isolated label or short inscription; paragraph opening; 1 normalized token group. ofodady: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.117,@L0,L,<!3:2>opd[a:y]dy,[note: 3:2] opd[a:y]dy,opdady,1,isolated label or short inscription; paragraph opening; 1 normalized token group. opdady: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the lower field.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.118,@L0,L,<!3:3>otodey,[note: 3:3] otodey,otodey,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otodey: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.119,@L0,L,<!3:4>otodedy,[note: 3:4] otodedy,otodedy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otodedy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.120,@L0,L,<!6:1>opchdain,[note: 6:1] opchdain,opchdain,1,isolated label or short inscription; paragraph opening; 1 normalized token group. opchdain: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.121,@L0,L,<!6:2>otdar.shed,[note: 6:2] otdar shed,otdar shed,2,isolated label or short inscription; paragraph opening; 2 normalized token groups. shed: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.122,@Cc,C,"<!06:30>okedar.okody.okair.ched[y:o].opar.ol.keeedy.s,ar,olkchedy.otedaiin.olky.or.aiin.ody.osain.xdar.odaiin.okedal.ol.ar.oekaiin.al,o.saldan.oteedy.otchdaiin.otedy.o[t:k]ar.aiin.yky.odaiin.okal.okalar",[note: 06:30] okedar okody okair ched[y:o] opar ol keeedy s [?break] ar [?break] olkchedy otedaiin olky or aiin ody osain xdar odaiin okedal ol ar oekaiin al [?break] o saldan oteedy otchdaiin otedy o[t:k]ar aiin yky odaiin okal okalar,okedar okody okair chedy opar ol keeedy s ar olkchedy otedaiin olky or aiin ody osain xdar odaiin okedal ol ar oekaiin al o saldan oteedy otchdaiin otedy otar aiin yky odaiin okal okalar,34,"circular text; paragraph opening; 34 normalized token groups. okedar: recurrent form; okody: line-initial tendency; okair: recurrent form. within-line repetition: ol, ar, aiin. no English lexical value established.",Moderate for form and position; zero validated English semantics,"From the middle gate, trace the narrow road toward the outer wall; join it to the first ring without crossing the inner band.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.123,@L0,L,<!6:3>ofaraiin,[note: 6:3] ofaraiin,ofaraiin,1,isolated label or short inscription; paragraph opening; 1 normalized token group. ofaraiin: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.124,@L0,L,<!6:4>okolar,[note: 6:4] okolar,okolar,1,isolated label or short inscription; paragraph opening; 1 normalized token group. okolar: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.125,@L0,L,<!6:5>okchdy,[note: 6:5] okchdy,okchdy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. okchdy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the lower field.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.126,@L0,L,<!6:6>ykedy,[note: 6:6] ykedy,ykedy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. ykedy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.127,@L0,L,<!6:7>oteedy,[note: 6:7] oteedy,oteedy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. oteedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.128,@L0,L,<!6:8>otosaiin,[note: 6:8] otosaiin,otosaiin,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otosaiin: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Inner Rosette, toward the lower field.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.129,@L0,L,<!6:9>otchdam,[note: 6:9] otchdam,otchdam,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Inner Rosette, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.130,@L0,L,<!6:10>[o:?]tedy,[note: 6:10] [o:?]tedy,otedy,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.131,@L0,L,<!6:11>okar,[note: 6:11] okar,okar,1,isolated label or short inscription; paragraph opening; 1 normalized token group. okar: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Inner Rosette, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.132,@L0,L,<!6:12>lashalg,[note: 6:12] lashalg,lashalg,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.133,@Cc,C,"<!05:30>ok,ar,ar.okary.otodeed.odar.chekaiin.oees.???<!long gap>.oiin.okees.oiir.odaiin.okalol.aiiin.okal,ol.otar.chchdam.chetey.otodches.oteesey.chckhy.otody.otal.chedal.opal.olkar.okedaiin.oror",[note: 05:30] ok [?break] ar [?break] ar okary otodeed odar chekaiin oees ??? [note: long gap] oiin okees oiir odaiin okalol aiiin okal [?break] ol otar chchdam chetey otodches oteesey chckhy otody otal chedal opal olkar okedaiin oror,ok ar ar okary otodeed odar chekaiin oees oiin okees oiir odaiin okalol aiiin okal ol otar chchdam chetey otodches oteesey chckhy otody otal chedal opal olkar okedaiin oror,29,circular text; paragraph opening; 29 normalized token groups. ok: line-initial tendency; ar: broad high-frequency form; okary: line-initial tendency. within-line repetition: ar. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the inner rosette, turn the spiral course toward the lower field; join it to the encircling band beside the repeated sign.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.134,@L0,L,<!9:6>o@214;alda,[note: 9:6] o@214;alda,oxalda,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.135,@L0,L,<!9:1>osaram,[note: 9:1] osaram,osaram,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.136,@L0,L,<!9:7>oparodam,[note: 9:7] oparodam,oparodam,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.137,@Pb,P,<!VI><%>otam.opchody.oteey,[note: VI] otam opchody oteey,otam opchody oteey,3,running paragraph text; paragraph opening; 3 normalized token groups. otam: line-final tendency; opchody: productive ending family; oteey: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the middle gate, measure the narrow road toward the lower field; join it to the first ring at the marked opening.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.138,*Pb,P,?opar.chepchey.oteedy.olaiin.osshy<$>,?opar chepchey oteedy olaiin osshy,opar chepchey oteedy olaiin osshy,5,running paragraph text; paragraph or sequence ending; 5 normalized token groups. opar: line-initial tendency; chepchey: productive ending family; oteedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the enclosed field, carry the spiral course toward the outer wall; join it to the eightfold division without crossing the inner band.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.139,@Pb,P,<!VII><%>tol.ofar.chefaiin.ol,[note: VII] tol ofar chefaiin ol,tol ofar chefaiin ol,4,running paragraph text; paragraph opening; 4 normalized token groups. tol: line-initial tendency; ofar: recurrent form; chefaiin: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the enclosed field, join the divided channel toward the lower field; join it to the first ring at the final division.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.140,+Pb,P,okchy.qokedy.qokedy,okchy qokedy qokedy,okchy qokedy qokedy,3,running paragraph text; continuation; 3 normalized token groups. okchy: recurrent form; qokedy: broad high-frequency form. within-line repetition: qokedy. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the marked face, carry the divided channel toward the lower field; join it to the first ring at the marked opening.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.141,+Pb,P,"tol.teoor.o,l,chekor<$>",tol teoor o [?break] l [?break] chekor,tol teoor o l chekor,5,running paragraph text; paragraph or sequence ending; 5 normalized token groups. tol: line-initial tendency; o: broad high-frequency form; l: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the enclosed field, carry the divided channel toward the lower field; join it to the first ring at the marked opening.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.142,@Pb,P,<!VIII><%>okar.olche[t:k]y.daiin,[note: VIII] okar olche[t:k]y daiin,okar olchety daiin,3,running paragraph text; paragraph opening; 3 normalized token groups. okar: broad high-frequency form; daiin: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the inner rosette, trace the narrow road toward the eastern tower; join it to the eightfold division at the marked opening.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.143,+Pb,P,ok[?:ee]dy.qokcho.chfady.oro,ok[?:ee]dy qokcho chfady oro,ok dy qokcho chfady oro,5,running paragraph text; continuation; 5 normalized token groups. ok: line-initial tendency; dy: broad high-frequency form; qokcho: productive qo- family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the inner rosette, measure the bridged passage toward the eastern tower; join it to the first ring beside the repeated sign.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.144,+Pb,P,okeechy.okol.shee[o:y].tolf[ch:a]d,okeechy okol shee[o:y] tolf[ch:a]d,okeechy okol sheeo tolfchd,4,running paragraph text; continuation; 4 normalized token groups. okol: recurrent form; sheeo: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"From the middle gate, measure the spiral course toward the northern rosette; join it to the returning path at the marked opening.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.145,+Pb,P,saiir.shodaiin<$>,saiir shodaiin,saiir shodaiin,2,running paragraph text; paragraph or sequence ending; 2 normalized token groups. saiir: recurrent form; shodaiin: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
